timestamp,machine_id,status,temperature,load,vibration
2024-01-03 19:30:00,MCH-001,UP,74.41,83.35,0.554
2024-01-03 20:00:00,MCH-001,UP,69.22,75.97,0.533
2024-01-03 20:30:00,MCH-001,UP,70.02,73.57,0.579
2024-01-03 21:00:00,MCH-001,UP,70.29,78.62,0.583
2024-01-03 21:30:00,MCH-001,UP,65.63,71.91,0.635
2024-01-03 22:00:00,MCH-001,UP,76.19,82.31,0.614
2024-01-03 22:30:00,MCH-001,UP,67.94,73.02,0.659
2024-01-03 23:00:00,MCH-001,UP,80.83,85.89,0.665
2024-01-03 23:30:00,MCH-001,UP,70.73,80.04,0.606
2024-01-04 00:00:00,MCH-001,UP,80.67,88.59,0.585
2024-01-04 00:30:00,MCH-001,UP,78.26,84.93,0.557
2024-01-04 01:00:00,MCH-001,UP,78.72,89.08,0.606
2024-01-04 01:30:00,MCH-001,UP,71.35,85.26,0.61
2024-01-04 02:00:00,MCH-001,UP,80.25,87.93,0.654
2024-01-04 02:30:00,MCH-001,UP,68.02,75.67,0.62
2024-01-04 03:00:00,MCH-001,UP,74.59,81.34,0.614
2024-01-04 03:30:00,MCH-001,UP,79.73,88.9,0.565
2024-01-04 04:00:00,MCH-001,UP,70.3,80.79,0.65
2024-01-04 04:30:00,MCH-001,UP,69.99,77.96,0.549
2024-01-04 05:00:00,MCH-001,UP,79.04,82.7,0.704
2024-01-04 05:30:00,MCH-001,UP,75.48,79.77,0.638
2024-01-04 06:00:00,MCH-001,UP,76.24,91.24,0.703
2024-01-04 06:30:00,MCH-001,UP,78.65,90.31,0.668
2024-01-04 07:00:00,MCH-001,UP,72.87,77.22,0.565
2024-01-04 07:30:00,MCH-001,UP,74.98,80.93,0.716
2024-01-04 08:00:00,MCH-001,UP,72.91,76.3,0.511
2024-01-04 08:30:00,MCH-001,UP,78.98,88.31,0.746
2024-01-04 09:00:00,MCH-001,UP,72.3,83.6,0.604
2024-01-04 09:30:00,MCH-001,UP,81.85,84.62,0.654
2024-01-04 10:00:00,MCH-001,UP,71.13,79.51,0.702
2024-01-04 10:30:00,MCH-001,UP,82.47,90.68,0.622
2024-01-04 11:00:00,MCH-001,UP,70.83,73.47,0.503
2024-01-04 11:30:00,MCH-001,UP,70.11,69.88,0.509
2024-01-04 12:00:00,MCH-001,UP,77.89,91.68,0.643
2024-01-04 12:30:00,MCH-001,UP,69.51,77.85,0.652
2024-01-04 13:00:00,MCH-001,UP,80.97,92.48,0.685
2024-01-04 13:30:00,MCH-001,UP,73.67,84.98,0.603
2024-01-04 14:00:00,MCH-001,UP,70.38,77.18,0.62
2024-01-04 14:30:00,MCH-001,UP,67.42,71.1,0.553
2024-01-04 15:00:00,MCH-001,UP,71.04,76.37,0.595
2024-01-04 15:30:00,MCH-001,UP,66.88,77.12,0.567
2024-01-04 16:00:00,MCH-001,UP,74.0,78.51,0.658
2024-01-04 16:30:00,MCH-001,UP,78.38,83.59,0.609
2024-01-04 17:00:00,MCH-001,UP,69.94,79.18,0.537
2024-01-04 17:30:00,MCH-001,UP,76.07,82.34,0.754
2024-01-04 18:00:00,MCH-001,UP,67.04,73.43,0.54
2024-01-04 18:30:00,MCH-001,UP,68.48,72.42,0.472
2024-01-04 19:00:00,MCH-001,UP,80.47,89.85,0.715
2024-01-04 19:30:00,MCH-001,UP,81.11,85.07,0.742
2024-01-04 20:00:00,MCH-001,UP,67.48,78.75,0.645
2024-01-04 20:30:00,MCH-001,UP,65.78,76.6,0.492
2024-01-04 21:00:00,MCH-001,UP,65.86,69.96,0.653
2024-01-04 21:30:00,MCH-001,UP,70.5,82.72,0.695
2024-01-04 22:00:00,MCH-001,UP,72.2,77.9,0.713
2024-01-04 22:30:00,MCH-001,UP,79.18,92.52,0.75
2024-01-04 23:00:00,MCH-001,UP,68.81,71.58,0.612
2024-01-04 23:30:00,MCH-001,UP,74.1,80.13,0.536
2024-01-05 00:00:00,MCH-001,UP,67.81,76.09,0.651
2024-01-05 00:30:00,MCH-001,UP,72.62,78.01,0.65
2024-01-05 01:00:00,MCH-001,UP,77.95,81.45,0.667
2024-01-05 01:30:00,MCH-001,UP,75.31,85.44,0.677
2024-01-05 02:00:00,MCH-001,UP,64.07,78.8,0.496
2024-01-05 02:30:00,MCH-001,UP,73.42,80.55,0.725
2024-01-05 03:00:00,MCH-001,UP,74.65,84.15,0.713
2024-01-05 03:30:00,MCH-001,UP,79.14,91.04,0.628
2024-01-05 04:00:00,MCH-001,UP,69.04,73.99,0.567
2024-01-05 04:30:00,MCH-001,UP,73.99,80.52,0.526
2024-01-05 05:00:00,MCH-001,UP,83.11,92.07,0.608
2024-01-05 05:30:00,MCH-001,UP,78.41,79.0,0.615
2024-01-05 06:00:00,MCH-001,UP,75.99,89.19,0.677
2024-01-05 06:30:00,MCH-001,UP,76.54,89.06,0.728
2024-01-05 07:00:00,MCH-001,UP,73.16,82.48,0.61
2024-01-05 07:30:00,MCH-001,UP,70.0,71.21,0.553
2024-01-05 08:00:00,MCH-001,UP,71.94,80.32,0.567
2024-01-05 08:30:00,MCH-001,UP,65.23,74.43,0.554
2024-01-05 09:00:00,MCH-001,UP,71.16,81.6,0.67
2024-01-05 09:30:00,MCH-001,UP,74.68,85.24,0.557
2024-01-05 10:00:00,MCH-001,UP,78.2,82.95,0.717
2024-01-05 10:30:00,MCH-001,UP,78.34,84.2,0.606
2024-01-05 11:00:00,MCH-001,UP,76.06,81.42,0.661
2024-01-05 11:30:00,MCH-001,UP,73.2,84.25,0.554
2024-01-05 12:00:00,MCH-001,UP,79.4,91.02,0.664
2024-01-05 12:30:00,MCH-001,UP,74.23,78.81,0.665
2024-01-05 13:00:00,MCH-001,UP,69.31,82.72,0.644
2024-01-05 13:30:00,MCH-001,UP,65.03,73.9,0.628
2024-01-05 14:00:00,MCH-001,UP,65.45,79.78,0.596
2024-01-05 14:30:00,MCH-001,UP,74.46,84.19,0.604
2024-01-05 15:00:00,MCH-001,UP,65.66,72.06,0.495
2024-01-05 15:30:00,MCH-001,UP,68.35,79.09,0.557
2024-01-05 16:00:00,MCH-001,UP,66.54,72.23,0.568
2024-01-05 16:30:00,MCH-001,UP,78.2,87.32,0.675
2024-01-05 17:00:00,MCH-001,UP,77.02,79.08,0.605
2024-01-05 17:30:00,MCH-001,UP,78.84,84.89,0.612
2024-01-05 18:00:00,MCH-001,UP,68.65,78.95,0.494
2024-01-05 18:30:00,MCH-001,UP,71.44,75.79,0.577
2024-01-05 19:00:00,MCH-001,UP,80.6,92.23,0.617
2024-01-05 19:30:00,MCH-001,UP,64.4,73.34,0.558
2024-01-05 20:00:00,MCH-001,UP,70.57,79.96,0.589
2024-01-05 20:30:00,MCH-001,UP,76.71,84.39,0.615
2024-01-05 21:00:00,MCH-001,UP,77.99,86.14,0.781
2024-01-05 21:30:00,MCH-001,UP,76.16,81.72,0.663
2024-01-05 22:00:00,MCH-001,UP,68.28,72.5,0.595
2024-01-05 22:30:00,MCH-001,UP,70.77,81.28,0.599
2024-01-05 23:00:00,MCH-001,UP,66.2,73.66,0.558
2024-01-05 23:30:00,MCH-001,UP,69.87,82.47,0.538
2024-01-06 00:00:00,MCH-001,UP,74.08,79.2,0.613
2024-01-06 00:30:00,MCH-001,UP,71.99,75.97,0.696
2024-01-06 01:00:00,MCH-001,UP,71.11,72.47,0.622
2024-01-06 01:30:00,MCH-001,UP,70.69,74.76,0.683
2024-01-06 02:00:00,MCH-001,UP,65.97,73.06,0.521
2024-01-06 02:30:00,MCH-001,UP,74.8,89.95,0.689
2024-01-06 03:00:00,MCH-001,UP,74.95,84.07,0.715
2024-01-06 03:30:00,MCH-001,UP,79.63,93.84,0.655
2024-01-06 04:00:00,MCH-001,UP,73.87,83.68,0.645
2024-01-06 04:30:00,MCH-001,UP,67.04,69.68,0.55
2024-01-06 05:00:00,MCH-001,UP,78.53,79.48,0.667
2024-01-06 05:30:00,MCH-001,UP,77.44,84.92,0.549
2024-01-06 06:00:00,MCH-001,UP,72.72,83.44,0.64
2024-01-06 06:30:00,MCH-001,UP,74.67,83.8,0.721
2024-01-06 07:00:00,MCH-001,UP,72.92,85.68,0.747
2024-01-06 07:30:00,MCH-001,UP,74.33,87.19,0.622
2024-01-06 08:00:00,MCH-001,UP,73.48,85.44,0.62
2024-01-06 08:30:00,MCH-001,UP,73.71,79.69,0.708
2024-01-06 09:00:00,MCH-001,UP,72.95,78.71,0.676
2024-01-06 09:30:00,MCH-001,UP,71.68,79.76,0.532
2024-01-06 10:00:00,MCH-001,UP,67.78,75.91,0.544
2024-01-06 10:30:00,MCH-001,UP,79.2,89.49,0.738
2024-01-06 11:00:00,MCH-001,UP,76.09,79.18,0.614
2024-01-06 11:30:00,MCH-001,UP,72.8,75.58,0.71
2024-01-06 12:00:00,MCH-001,UP,72.26,77.99,0.613
2024-01-06 12:30:00,MCH-001,UP,74.9,85.42,0.657
2024-01-06 13:00:00,MCH-001,UP,66.53,77.54,0.612
2024-01-06 13:30:00,MCH-001,UP,74.05,83.46,0.702
2024-01-06 14:00:00,MCH-001,UP,76.67,85.86,0.591
2024-01-06 14:30:00,MCH-001,UP,82.09,92.83,0.628
2024-01-06 15:00:00,MCH-001,UP,74.21,85.06,0.695
2024-01-06 15:30:00,MCH-001,UP,70.31,76.9,0.641
2024-01-06 16:00:00,MCH-001,UP,66.83,72.66,0.661
2024-01-06 16:30:00,MCH-001,UP,71.52,77.32,0.564
2024-01-06 17:00:00,MCH-001,UP,75.72,77.36,0.714
2024-01-06 17:30:00,MCH-001,UP,81.77,86.62,0.658
2024-01-06 18:00:00,MCH-001,UP,69.35,76.62,0.58
2024-01-06 18:30:00,MCH-001,UP,75.7,81.17,0.565
2024-01-06 19:00:00,MCH-001,UP,75.12,83.37,0.621
2024-01-06 19:30:00,MCH-001,UP,76.62,84.98,0.611
2024-01-06 20:00:00,MCH-001,UP,74.67,85.76,0.592
2024-01-06 20:30:00,MCH-001,UP,70.52,78.21,0.51
2024-01-06 21:00:00,MCH-001,UP,73.75,82.54,0.645
2024-01-06 21:30:00,MCH-001,UP,67.47,76.36,0.618
2024-01-06 22:00:00,MCH-001,UP,76.15,82.57,0.742
2024-01-06 22:30:00,MCH-001,UP,77.79,81.08,0.741
2024-01-06 23:00:00,MCH-001,UP,71.11,81.86,0.588
2024-01-06 23:30:00,MCH-001,UP,70.67,73.06,0.614
2024-01-07 00:00:00,MCH-001,UP,67.26,73.66,0.613
2024-01-07 00:30:00,MCH-001,UP,79.13,84.01,0.59
2024-01-07 01:00:00,MCH-001,UP,79.37,80.11,0.598
2024-01-07 01:30:00,MCH-001,UP,78.1,85.59,0.659
2024-01-07 02:00:00,MCH-001,UP,70.36,82.26,0.584
2024-01-07 02:30:00,MCH-001,UP,67.82,71.61,0.633
2024-01-07 03:00:00,MCH-001,UP,71.7,84.17,0.586
2024-01-07 03:30:00,MCH-001,UP,75.56,87.32,0.608
2024-01-07 04:00:00,MCH-001,UP,72.01,84.95,0.557
2024-01-07 04:30:00,MCH-001,UP,66.66,72.73,0.569
2024-01-07 05:00:00,MCH-001,UP,68.29,75.28,0.634
2024-01-07 05:30:00,MCH-001,UP,74.83,84.49,0.703
2024-01-07 06:00:00,MCH-001,UP,75.49,84.14,0.702
2024-01-07 06:30:00,MCH-001,UP,68.73,75.39,0.559
2024-01-07 07:00:00,MCH-001,UP,70.52,75.56,0.687
2024-01-07 07:30:00,MCH-001,UP,68.14,74.31,0.576
2024-01-07 08:00:00,MCH-001,UP,67.41,73.48,0.54
2024-01-07 08:30:00,MCH-001,UP,64.68,73.7,0.653
2024-01-07 09:00:00,MCH-001,UP,78.8,82.84,0.687
2024-01-07 09:30:00,MCH-001,UP,79.07,85.68,0.608
2024-01-07 10:00:00,MCH-001,UP,79.66,87.8,0.751
2024-01-07 10:30:00,MCH-001,UP,77.26,84.45,0.61
2024-01-07 11:00:00,MCH-001,UP,69.75,77.66,0.522
2024-01-07 11:30:00,MCH-001,UP,72.39,79.67,0.543
2024-01-07 12:00:00,MCH-001,UP,71.92,78.64,0.709
2024-01-07 12:30:00,MCH-001,UP,76.58,86.45,0.722
2024-01-07 13:00:00,MCH-001,UP,71.68,80.53,0.544
2024-01-07 13:30:00,MCH-001,UP,67.07,74.48,0.502
2024-01-07 14:00:00,MCH-001,UP,74.82,84.74,0.563
2024-01-07 14:30:00,MCH-001,UP,80.94,87.39,0.638
2024-01-07 15:00:00,MCH-001,UP,78.28,92.76,0.689
2024-01-07 15:30:00,MCH-001,UP,65.52,78.95,0.532
2024-01-07 16:00:00,MCH-001,UP,72.78,84.5,0.663
2024-01-07 16:30:00,MCH-001,UP,69.45,79.9,0.556
2024-01-07 17:00:00,MCH-001,UP,68.97,69.59,0.662
2024-01-07 17:30:00,MCH-001,UP,68.34,78.12,0.624
2024-01-07 18:00:00,MCH-001,UP,79.53,88.96,0.64
2024-01-07 18:30:00,MCH-001,UP,77.49,85.75,0.707
2024-01-07 19:00:00,MCH-001,UP,72.08,78.26,0.549
2024-01-07 19:30:00,MCH-001,UP,73.8,76.74,0.587
2024-01-07 20:00:00,MCH-001,UP,71.39,78.89,0.557
2024-01-07 20:30:00,MCH-001,UP,65.56,79.85,0.658
2024-01-07 21:00:00,MCH-001,UP,82.75,91.88,0.775
2024-01-07 21:30:00,MCH-001,UP,66.93,81.15,0.585
2024-01-07 22:00:00,MCH-001,UP,71.04,80.12,0.622
2024-01-07 22:30:00,MCH-001,UP,72.05,80.39,0.66
2024-01-07 23:00:00,MCH-001,UP,74.79,79.11,0.574
2024-01-07 23:30:00,MCH-001,UP,69.26,76.43,0.51
2024-01-08 00:00:00,MCH-001,UP,73.62,80.12,0.615
2024-01-08 00:30:00,MCH-001,UP,76.22,83.27,0.659
2024-01-08 01:00:00,MCH-001,UP,66.84,79.54,0.591
2024-01-08 01:30:00,MCH-001,UP,68.92,74.46,0.494
2024-01-08 02:00:00,MCH-001,UP,78.5,84.89,0.587
2024-01-08 02:30:00,MCH-001,UP,70.82,73.56,0.564
2024-01-08 03:00:00,MCH-001,UP,79.13,86.87,0.676
2024-01-08 03:30:00,MCH-001,UP,74.31,77.41,0.605
2024-01-08 04:00:00,MCH-001,UP,71.15,83.86,0.694
2024-01-08 04:30:00,MCH-001,UP,73.55,84.36,0.737
2024-01-08 05:00:00,MCH-001,UP,66.84,76.6,0.601
2024-01-08 05:30:00,MCH-001,UP,76.85,88.9,0.613
2024-01-08 06:00:00,MCH-001,UP,74.63,83.89,0.639
2024-01-08 06:30:00,MCH-001,UP,69.19,77.53,0.587
2024-01-08 07:00:00,MCH-001,UP,78.11,85.11,0.671
2024-01-08 07:30:00,MCH-001,UP,72.48,85.44,0.62
2024-01-08 08:00:00,MCH-001,UP,75.27,85.65,0.672
2024-01-08 08:30:00,MCH-001,UP,69.97,81.97,0.556
2024-01-08 09:00:00,MCH-001,UP,82.92,91.11,0.727
2024-01-08 09:30:00,MCH-001,UP,73.25,81.65,0.716
2024-01-08 10:00:00,MCH-001,UP,70.85,78.21,0.683
2024-01-08 10:30:00,MCH-001,UP,72.89,75.18,0.519
2024-01-08 11:00:00,MCH-001,UP,69.89,75.95,0.627
2024-01-08 11:30:00,MCH-001,UP,76.98,87.17,0.626
2024-01-08 12:00:00,MCH-001,UP,75.51,80.65,0.742
2024-01-08 12:30:00,MCH-001,UP,67.21,75.19,0.591
2024-01-08 13:00:00,MCH-001,UP,70.99,80.12,0.516
2024-01-08 13:30:00,MCH-001,UP,78.99,88.92,0.73
2024-01-08 14:00:00,MCH-001,UP,67.73,80.43,0.634
2024-01-08 14:30:00,MCH-001,UP,79.15,80.48,0.745
2024-01-08 15:00:00,MCH-001,UP,81.1,82.07,0.74
2024-01-08 15:30:00,MCH-001,UP,70.41,79.85,0.549
2024-01-08 16:00:00,MCH-001,UP,71.19,82.24,0.572
2024-01-08 16:30:00,MCH-001,UP,75.76,87.41,0.575
2024-01-08 17:00:00,MCH-001,UP,72.05,75.84,0.648
2024-01-08 17:30:00,MCH-001,UP,73.83,83.15,0.617
2024-01-08 18:00:00,MCH-001,UP,69.69,77.63,0.573
2024-01-08 18:30:00,MCH-001,UP,70.41,74.38,0.705
2024-01-08 19:00:00,MCH-001,UP,76.98,87.14,0.675
2024-01-08 19:30:00,MCH-001,UP,71.52,79.19,0.561
2024-01-08 20:00:00,MCH-001,UP,70.66,76.6,0.529
2024-01-08 20:30:00,MCH-001,UP,82.08,90.8,0.722
2024-01-08 21:00:00,MCH-001,UP,79.22,85.59,0.777
2024-01-08 21:30:00,MCH-001,UP,75.8,79.23,0.665
2024-01-08 22:00:00,MCH-001,UP,79.13,88.66,0.715
2024-01-08 22:30:00,MCH-001,UP,76.67,83.04,0.648
2024-01-08 23:00:00,MCH-001,UP,77.34,91.29,0.764
2024-01-08 23:30:00,MCH-001,UP,72.06,85.37,0.623
2024-01-09 00:00:00,MCH-001,UP,76.66,88.74,0.647
2024-01-09 00:30:00,MCH-001,UP,67.61,75.89,0.596
2024-01-09 01:00:00,MCH-001,UP,67.84,75.65,0.507
2024-01-09 01:30:00,MCH-001,UP,66.8,76.29,0.585
2024-01-09 02:00:00,MCH-001,UP,82.25,87.35,0.638
2024-01-09 02:30:00,MCH-001,UP,69.02,77.6,0.677
2024-01-09 03:00:00,MCH-001,UP,78.98,91.75,0.655
2024-01-09 03:30:00,MCH-001,UP,82.61,85.1,0.761
2024-01-09 04:00:00,MCH-001,UP,80.14,85.51,0.788
2024-01-09 04:30:00,MCH-001,UP,80.17,85.02,0.707
2024-01-09 05:00:00,MCH-001,UP,70.14,78.87,0.546
2024-01-09 05:30:00,MCH-001,UP,80.65,82.64,0.71
2024-01-09 06:00:00,MCH-001,UP,82.28,85.72,0.599
2024-01-09 06:30:00,MCH-001,UP,73.78,84.08,0.573
2024-01-09 07:00:00,MCH-001,UP,72.87,82.78,0.678
2024-01-09 07:30:00,MCH-001,UP,79.2,93.41,0.708
2024-01-09 08:00:00,MCH-001,UP,79.45,83.02,0.74
2024-01-09 08:30:00,MCH-001,UP,73.33,79.32,0.644
2024-01-09 09:00:00,MCH-001,UP,75.04,86.83,0.671
2024-01-09 09:30:00,MCH-001,UP,72.11,77.51,0.616
2024-01-09 10:00:00,MCH-001,UP,70.98,76.57,0.626
2024-01-09 10:30:00,MCH-001,UP,71.64,73.21,0.588
2024-01-09 11:00:00,MCH-001,UP,71.75,80.11,0.597
2024-01-09 11:30:00,MCH-001,UP,68.51,77.97,0.583
2024-01-09 12:00:00,MCH-001,UP,75.69,85.35,0.693
2024-01-09 12:30:00,MCH-001,UP,69.08,75.16,0.611
